incident year,reported month,region of origin,region of incident,country of origin,number of dead,minimum estimated number of missing,total number of dead and missing,number of survivors,number of females,number of males,number of children,cause of death,migration route,region of origin group,country of origin group,cause of death category,extracted country,latitude,longitude,skew transformation total number of dead and missing
2019,january,south america,south america,venezuela (bolivarian republic of),1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,south america,venezuela (bolivarian republic of),environmental conditions and accidents,colombia,2.352686,-76.683352,0.6931471805599453
2019,january,unknown,mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,western mediterranean,unknown,mixed/unknown,drowning and related causes,spain,36.685755389,-2.777835706,0.6931471805599453
2019,january,central america,north america,mexico,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,central america,mexico,mixed or unknown,united states,32.20587,-112.97794,0.6931471805599453
2019,january,unknown,mediterranean,unknown,2,0,2.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,31.224587793,16.529299113,1.0986122886681096
2019,january,unknown,northern africa,unknown,2,0,2.0,0,0,2,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,24.419123,15.464603,1.0986122886681096
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,unknown,unknown,mixed/unknown,health-related causes,libya,32.870675,13.183525,0.6931471805599453
2019,january,unknown,northern africa,unknown,2,0,2.0,0,2,0,0,mixed or unknown,unknown,unknown,mixed/unknown,mixed or unknown,libya,26.981369,14.500791,1.0986122886681096
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",unknown,unknown,mixed/unknown,environmental conditions and accidents,libya,27.044707,14.370553,0.6931471805599453
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,20.789688,25.192319,0.6931471805599453
2019,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,27.0663108,-98.1668337,0.6931471805599453
2019,january,western / southern asia (p),mediterranean,unknown,1,0,1.0,51,0,1,0,drowning,central mediterranean,western / southern asia,mixed/unknown,drowning and related causes,greece,39.277658582,17.298136518,0.6931471805599453
2019,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.822143433,-115.277954119,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,22.948338,13.463324,0.6931471805599453
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,violence,sahara desert crossing,unknown,mixed/unknown,violence and related causes,libya,25.638867,21.072612,0.6931471805599453
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,22.495922,23.236444,0.6931471805599453
2019,january,central america,central america,honduras,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,unknown,central america,honduras,environmental conditions and accidents,mexico,25.4383234,-100.973678,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,22.330943,13.22985,0.6931471805599453
2019,january,sub-saharan africa (p),mediterranean,unknown,1,0,1.0,6,1,0,0,drowning,western mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,morocco,35.261606843,-2.901902412,0.6931471805599453
2019,january,unknown,europe,unknown,1,0,1.0,0,0,0,1,vehicle accident / death linked to hazardous transport,english channel to the uk,unknown,mixed/unknown,environmental conditions and accidents,france,49.232567559,-0.290652339,0.6931471805599453
2019,january,central america,central america,el salvador,1,0,1.0,100,0,1,0,vehicle accident / death linked to hazardous transport,unknown,central america,el salvador,environmental conditions and accidents,mexico,18.329901676,-95.812964295,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,1,1,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,22.447348,11.400239,0.6931471805599453
2019,january,unknown,northern africa,unknown,2,0,2.0,0,2,0,0,mixed or unknown,sahara desert crossing,unknown,mixed/unknown,mixed or unknown,libya,25.52952,13.326404,1.0986122886681096
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,24.904515,14.631187,0.6931471805599453
2019,january,unknown,mediterranean,unknown,1,0,1.0,0,0,1,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.156300703,19.880491979,0.6931471805599453
2019,january,unknown,northern africa,unknown,3,0,3.0,3,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,22.952903,23.248192,1.3862943611198906
2019,january,unknown,mediterranean,unknown,5,0,5.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,31.220020736,16.567751261,1.791759469228055
2019,january,unknown,mediterranean,unknown,5,0,5.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,31.220020736,16.567751261,1.791759469228055
2019,january,western asia,mediterranean,iraq,1,0,1.0,40,0,0,1,mixed or unknown,eastern mediterranean,western asia,iraq,mixed or unknown,inconclusive location,37.8573596,27.167936354,0.6931471805599453
2019,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,33.388137,-112.228508,0.6931471805599453
2019,january,central america,central america,honduras,1,0,1.0,0,0,1,0,violence,us-mexico border crossing,central america,honduras,violence and related causes,mexico,28.730727706,-100.563445216,0.6931471805599453
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,21.493465,23.815375,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,21.681858,11.593132,0.6931471805599453
2019,january,sub-saharan africa (p),northern africa,unknown,16,0,16.0,0,1,1,0,mixed or unknown,sahara desert crossing,sub-saharan africa,mixed/unknown,mixed or unknown,algeria,22.115985,5.405024,2.833213344056216
2019,january,sub-saharan africa (p),northern africa,unknown,7,0,7.0,0,1,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,sub-saharan africa,mixed/unknown,environmental conditions and accidents,algeria,20.050684,5.543735,2.0794415416798357
2019,january,western / southern asia (p),western asia,unknown,3,0,3.0,0,0,3,0,drowning,türkiye-europe land route,western / southern asia,mixed/unknown,drowning and related causes,greece,40.942167952,26.352665973,1.3862943611198906
2019,january,northern africa,mediterranean,unknown,1,0,1.0,0,0,0,1,vehicle accident / death linked to hazardous transport,western mediterranean,northern africa,mixed/unknown,environmental conditions and accidents,spain,35.289594291,-2.933496506,0.6931471805599453
2019,january,unknown,mediterranean,unknown,1,0,1.0,0,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,30.862897261,19.392997674,0.6931471805599453
2019,january,central america,central america,honduras,1,0,1.0,0,0,1,0,violence,unknown,central america,honduras,violence and related causes,mexico,19.1780491,-96.1288426,0.6931471805599453
2019,january,latin america / caribbean (p),central america,unknown,0,2,2.0,0,0,0,0,drowning,us-mexico border crossing,latin america / caribbean,mixed/unknown,drowning and related causes,mexico,27.478392338,-99.479276946,1.0986122886681096
2019,january,central america,central america,mexico,0,1,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,mexico,26.258109879,-98.59673387,0.6931471805599453
2019,january,central america,central america,mexico,1,0,1.0,0,0,1,0,drowning,us-mexico border crossing,central america,mexico,drowning and related causes,mexico,29.0639375,-100.6635625,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,0,0,1,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,niger,22.422016,12.641009,0.6931471805599453
2019,january,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,1,0,0,violence,sahara desert crossing,sub-saharan africa,mixed/unknown,violence and related causes,niger,13.561406,2.160966,0.6931471805599453
2019,january,unknown,northern africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,20.357876,25.085386,0.6931471805599453
2019,january,sub-saharan africa (p),western africa,unknown,1,0,1.0,0,0,1,0,sickness / lack of access to adequate healthcare,sahara desert crossing,sub-saharan africa,mixed/unknown,health-related causes,niger,17.012219,7.981361,0.6931471805599453
2019,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.484934,-111.666239,0.6931471805599453
2019,january,central america,north america,el salvador,1,0,1.0,0,0,1,0,"harsh environmental conditions / lack of adequate shelter, food, water",us-mexico border crossing,central america,el salvador,environmental conditions and accidents,united states,31.748033,-111.955733,0.6931471805599453
2019,january,mixed,mediterranean,unknown,0,53,53.0,0,1,6,0,drowning,western mediterranean,mixed,mixed/unknown,drowning and related causes,morocco,35.68370904,-3.185250605,3.9889840465642745
2019,january,sub-saharan africa (p),mediterranean,"sudan,unknown",-53,117,64.0,3,10,0,2,drowning,central mediterranean,sub-saharan africa,mixed/unknown,drowning and related causes,libya,34.177488405,14.107902221,4.174387269895637
2019,january,western / southern asia (p),mediterranean,unknown,1,0,1.0,53,0,1,0,drowning,eastern mediterranean,western / southern asia,mixed/unknown,drowning and related causes,greece,37.283283323,27.104012036,0.6931471805599453
2019,january,unknown,northern africa,unknown,1,0,1.0,1,0,0,0,vehicle accident / death linked to hazardous transport,sahara desert crossing,unknown,mixed/unknown,environmental conditions and accidents,libya,24.932986,14.609129,0.6931471805599453
2019,january,sub-saharan africa (p),western africa,unknown,13,0,13.0,1,1,0,0,mixed or unknown,sahara desert crossing,sub-saharan africa,mixed/unknown,mixed or unknown,mali,16.795475,-3.005595,2.639057329615259
2019,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,1,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.199917,-113.242333,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,1,0,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,niger,16.986851,7.997846,0.6931471805599453
2019,january,sub-saharan africa (p),northern africa,unknown,22,0,22.0,2,2,2,0,"harsh environmental conditions / lack of adequate shelter, food, water",sahara desert crossing,sub-saharan africa,mixed/unknown,environmental conditions and accidents,algeria,22.115985,5.405024,3.1354942159291497
2019,january,sub-saharan africa (p),northern africa,unknown,9,0,9.0,0,9,0,0,violence,sahara desert crossing,sub-saharan africa,mixed/unknown,violence and related causes,algeria,33.317735,6.854323,2.302585092994046
2019,january,latin america / caribbean (p),north america,unknown,1,0,1.0,0,0,0,0,mixed or unknown,us-mexico border crossing,latin america / caribbean,mixed/unknown,mixed or unknown,united states,32.788117,-113.110767,0.6931471805599453
2019,january,unknown,mediterranean,unknown,2,0,2.0,141,0,0,0,drowning,central mediterranean,unknown,mixed/unknown,drowning and related causes,libya,32.980238101,13.179283824,1.0986122886681096
2019,january,unknown,western africa,unknown,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,niger,16.97733,7.973378,0.6931471805599453
2019,january,unknown,western africa,unknown,1,0,1.0,0,1,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,niger,16.97733,7.973378,0.6931471805599453
2019,january,unknown,northern africa,unknown,2,0,2.0,1,1,0,0,sickness / lack of access to adequate healthcare,sahara desert crossing,unknown,mixed/unknown,health-related causes,libya,27.051908,14.444401,1.0986122886681096
2019,january,unknown,northern africa,unknown,1,0,1.0,1,0,0,0,mixed or unknown,unknown,unknown,mixed/unknown,mixed or unknown,libya,32.772563,12.408455,0.6931471805599453
